brand,category,color,Sum of current_price,Sum of customer_rating,is_returned,Sum of markdown_percentage,Sum of original_price,product_id,Year,Quarter,Month,Day,return_reason,season,size,Sum of stock_quantity
Forever21,Bottoms,Navy,48.42,5,false,0,48.42,FB000563,2025,Qtr 3,August,6,"",Winter,L,6
Forever21,Bottoms,Navy,112.46,3,false,2.9,115.82,FB001149,2025,Qtr 3,August,6,"",Fall,L,46
Forever21,Bottoms,Navy,80.81,5,false,0,80.81,FB001981,2025,Qtr 3,August,6,"",Summer,L,15
Forever21,Bottoms,Pink,65.11,3,false,25.5,87.39,FB000115,2025,Qtr 3,August,6,"",Winter,S,8
Forever21,Bottoms,Pink,11.64,3,false,54.5,25.58,FB000971,2025,Qtr 3,August,6,"",Fall,XXL,34
Forever21,Bottoms,Pink,43.32,3,false,0,43.32,FB000973,2025,Qtr 3,August,6,"",Winter,S,0
Forever21,Bottoms,Pink,98.41,5,false,0,98.41,FB001666,2025,Qtr 3,August,6,"",Summer,L,7
Forever21,Bottoms,Pink,20.48,5,false,29.6,29.09,FB001769,2025,Qtr 3,August,6,"",Fall,S,25
Forever21,Bottoms,Pink,63.5,3,false,0,63.5,FB002138,2025,Qtr 3,August,6,"",Summer,XL,17
Forever21,Bottoms,Pink,29.31,5,true,0,29.31,FB001108,2025,Qtr 3,August,6,Changed Mind,Fall,XL,25
Forever21,Bottoms,Purple,37.37,3,false,35.4,57.85,FB000709,2025,Qtr 3,August,6,"",Summer,M,17
Forever21,Bottoms,Purple,61.96,4,false,0,61.96,FB001800,2025,Qtr 3,August,6,"",Summer,XXL,13
Forever21,Bottoms,Purple,117.81,5,false,0,117.81,FB001925,2025,Qtr 3,August,6,"",Fall,L,22
Forever21,Bottoms,Red,72.85,4,false,0,72.85,FB000433,2025,Qtr 3,August,6,"",Fall,M,25
Forever21,Bottoms,Red,61.37,4,false,16.6,73.59,FB000588,2025,Qtr 3,August,6,"",Winter,M,34
Forever21,Bottoms,Red,69.54,2,false,9.6,76.92,FB000749,2025,Qtr 3,August,6,"",Summer,L,20
Forever21,Bottoms,Red,119.63,3,false,0,119.63,FB001124,2025,Qtr 3,August,6,"",Fall,M,14
Forever21,Bottoms,Red,40.07,3,false,48.7,78.1,FB001129,2025,Qtr 2,May,6,"",Spring,XXL,0
Forever21,Bottoms,Red,25.28,2,false,23,32.83,FB001214,2025,Qtr 3,August,6,"",Winter,S,24
Forever21,Bottoms,Red,38.18,3,false,0,38.18,FB001253,2025,Qtr 3,August,6,"",Summer,XXL,38
Forever21,Bottoms,Red,83.18,2,true,0,83.18,FB001667,2025,Qtr 3,August,6,Size Issue,Winter,S,17
Forever21,Bottoms,White,101.8,3,false,0,101.8,FB000049,2025,Qtr 3,August,6,"",Summer,XL,7
Forever21,Bottoms,White,81.17,2,false,0,81.17,FB000453,2025,Qtr 3,August,6,"",Fall,XXL,21
Forever21,Bottoms,White,117.26,3,false,0,117.26,FB000501,2024,Qtr 3,September,25,"",Spring,L,29
Forever21,Bottoms,White,24.57,4,false,12.7,28.15,FB000799,2025,Qtr 3,August,6,"",Summer,XXL,13
Forever21,Bottoms,White,57.14,2,false,0,57.14,FB000890,2025,Qtr 3,August,6,"",Winter,XL,39
Forever21,Bottoms,White,90.31,1,false,19.8,112.6,FB001147,2025,Qtr 3,August,6,"",Fall,M,2
Forever21,Bottoms,White,31.57,3,false,0,31.57,FB001591,2025,Qtr 3,August,6,"",Summer,XXL,2
Forever21,Bottoms,White,66.74,5,false,0,66.74,FB001960,2025,Qtr 3,August,6,"",Summer,XXL,26
Gap,Bottoms,Beige,97.29,5,false,0,97.29,FB000362,2025,Qtr 3,July,29,"",Spring,XXL,42
Gap,Bottoms,Beige,50.14,3,false,35.2,77.37,FB000369,2025,Qtr 3,August,6,"",Fall,XL,14
Gap,Bottoms,Beige,75.14,3,true,0,75.14,FB000833,2025,Qtr 1,January,27,Changed Mind,Spring,L,41
Gap,Bottoms,Beige,64.22,3,true,24.2,84.72,FB001904,2025,Qtr 3,August,6,Color Mismatch,Summer,XL,44
Gap,Bottoms,Beige,55.21,2,true,0,55.21,FB002144,2025,Qtr 3,August,6,Wrong Item,Summer,L,21
Gap,Bottoms,Black,73.02,5,false,28.4,101.98,FB000550,2025,Qtr 3,August,6,"",Fall,L,40
Gap,Bottoms,Black,37.39,5,false,34,56.65,FB000953,2025,Qtr 3,August,6,"",Summer,S,23
Gap,Bottoms,Black,35.36,4,false,24.2,46.65,FB001009,2025,Qtr 3,August,6,"",Fall,S,8
Gap,Bottoms,Blue,53.37,4,false,0,53.37,FB000028,2025,Qtr 3,August,6,"",Summer,M,28
Gap,Bottoms,Blue,58.91,2,false,0,58.91,FB000766,2025,Qtr 3,August,6,"",Fall,L,17
Gap,Bottoms,Blue,74.28,4,true,26.9,101.61,FB000414,2025,Qtr 3,August,6,Damaged,Summer,S,38
Gap,Bottoms,Blue,58.44,3,true,0,58.44,FB001105,2025,Qtr 3,August,6,Wrong Item,Winter,XXL,3
Gap,Bottoms,Brown,86.4,4,false,0,86.4,FB001284,2025,Qtr 3,August,6,"",Winter,L,26
Gap,Bottoms,Gray,32.95,4,false,31.7,48.24,FB001714,2025,Qtr 3,August,6,"",Summer,S,46
Gap,Bottoms,Gray,96.73,5,false,0,96.73,FB001966,2024,Qtr 4,November,9,"",Spring,S,18
Gap,Bottoms,Gray,52.6,2,true,0,52.6,FB001317,2025,Qtr 3,August,6,Color Mismatch,Summer,S,35
Gap,Bottoms,Green,77.69,1,false,30.7,112.1,FB002096,2025,Qtr 3,August,6,"",Winter,M,10
Gap,Bottoms,Green,32.21,4,false,15.2,37.98,FB002156,2025,Qtr 3,August,6,"",Winter,XL,25
Gap,Bottoms,Navy,25.99,5,false,1.1,26.28,FB000163,2025,Qtr 2,June,20,"",Spring,XXL,35
Gap,Bottoms,Navy,94.53,3,false,0,94.53,FB000503,2025,Qtr 3,August,6,"",Fall,XL,13
Gap,Bottoms,Navy,43.66,5,false,49.5,86.46,FB000554,2025,Qtr 3,August,6,"",Summer,XL,19
Gap,Bottoms,Navy,21.64,5,false,54.2,47.25,FB001080,2025,Qtr 3,August,6,"",Fall,XXL,4
Gap,Bottoms,Navy,48.15,3,false,6.3,51.39,FB001550,2025,Qtr 3,August,6,"",Winter,S,46
Gap,Bottoms,Navy,68.16,3,false,0,68.16,FB001557,2025,Qtr 3,August,6,"",Fall,L,34
Gap,Bottoms,Navy,81.15,3,true,10.8,90.97,FB002049,2025,Qtr 3,August,6,Damaged,Fall,M,33
Gap,Bottoms,Pink,28.62,4,false,0,28.62,FB001852,2025,Qtr 3,August,6,"",Winter,S,41
Gap,Bottoms,Pink,23.04,3,false,17.4,27.89,FB001990,2024,Qtr 3,September,6,"",Spring,M,43
Gap,Bottoms,Red,109.12,3,false,0,109.12,FB000122,2025,Qtr 3,August,6,"",Winter,S,34
Gap,Bottoms,Red,54.7,5,false,0,54.7,FB000772,2025,Qtr 3,August,6,"",Winter,M,18
Gap,Bottoms,Red,93.89,2,false,0,93.89,FB000859,2025,Qtr 1,February,3,"",Spring,S,3
Gap,Bottoms,Red,45.48,3,false,0,45.48,FB001335,2025,Qtr 3,August,6,"",Summer,L,29
Gap,Bottoms,Red,46.12,4,false,34.4,70.31,FB001575,2025,Qtr 1,January,24,"",Spring,S,28
Gap,Bottoms,White,54.14,3,false,0,54.14,FB000728,2025,Qtr 3,August,6,"",Winter,S,32
Gap,Bottoms,White,35.64,3,false,56.7,82.32,FB000808,2024,Qtr 4,December,23,"",Spring,M,41
Gap,Bottoms,White,25.07,3,false,0,25.07,FB001604,2025,Qtr 3,August,6,"",Fall,S,9
Gap,Bottoms,White,52.11,4,true,21.8,66.64,FB001530,2025,Qtr 3,August,6,Changed Mind,Summer,S,25
H&M,Bottoms,Beige,50.91,2,false,0,50.91,FB000051,2025,Qtr 3,August,6,"",Fall,M,3
H&M,Bottoms,Beige,80.64,3,false,0,80.64,FB000094,2025,Qtr 3,August,6,"",Fall,S,26
H&M,Bottoms,Beige,27.98,3,false,0,27.98,FB000270,2025,Qtr 3,August,6,"",Winter,S,0
H&M,Bottoms,Beige,90.66,3,true,0,90.66,FB000618,2025,Qtr 1,March,20,Color Mismatch,Spring,S,49
H&M,Bottoms,Beige,93.41,4,true,0,93.41,FB002119,2025,Qtr 3,August,6,Size Issue,Winter,M,4
H&M,Bottoms,Black,35.61,2,false,15.8,42.29,FB000228,2024,Qtr 4,November,2,"",Spring,S,11
H&M,Bottoms,Black,40.39,3,false,0,40.39,FB000692,2025,Qtr 3,August,6,"",Fall,S,16
H&M,Bottoms,Black,29.19,2,false,19.9,36.44,FB000916,2025,Qtr 3,August,6,"",Fall,L,39
H&M,Bottoms,Black,43.26,3,false,23.3,56.4,FB001255,2025,Qtr 3,August,6,"",Winter,S,35
H&M,Bottoms,Blue,63.85,3,false,0,63.85,FB000108,2025,Qtr 3,August,6,"",Fall,XL,41
H&M,Bottoms,Blue,39.05,4,false,0,39.05,FB000522,2025,Qtr 3,August,6,"",Fall,L,10
H&M,Bottoms,Blue,84.44,2,false,0,84.44,FB001135,2025,Qtr 3,August,6,"",Summer,S,2
H&M,Bottoms,Blue,55.49,5,false,0,55.49,FB001241,2025,Qtr 3,August,6,"",Winter,M,25
H&M,Bottoms,Blue,30.43,4,false,0,30.43,FB002088,2025,Qtr 3,August,6,"",Fall,S,32
H&M,Bottoms,Brown,113.21,3,false,0,113.21,FB000352,2025,Qtr 3,August,6,"",Summer,XL,8
H&M,Bottoms,Brown,62.97,4,false,0,62.97,FB000701,2025,Qtr 2,May,26,"",Spring,S,5
H&M,Bottoms,Brown,52.08,3,false,0,52.08,FB001213,2025,Qtr 3,August,6,"",Fall,L,12
H&M,Bottoms,Brown,51.89,3,true,21.7,66.27,FB001715,2025,Qtr 3,August,6,Changed Mind,Summer,S,28
H&M,Bottoms,Brown,74.76,5,true,0,74.76,FB001789,2025,Qtr 3,August,6,Color Mismatch,Fall,L,50
H&M,Bottoms,Gray,108.79,2,false,5.1,114.64,FB001937,2025,Qtr 3,August,6,"",Fall,S,21
H&M,Bottoms,Gray,37.53,3,true,0,37.53,FB001275,2025,Qtr 3,August,6,Changed Mind,Winter,S,8
H&M,Bottoms,Green,111.88,5,false,0,111.88,FB000161,2025,Qtr 3,August,6,"",Summer,M,41
H&M,Bottoms,Green,57.19,3,false,0,57.19,FB000215,2025,Qtr 3,August,6,"",Summer,XXL,12
H&M,Bottoms,Green,93.27,4,false,0,93.27,FB000767,2025,Qtr 3,August,6,"",Summer,L,18
H&M,Bottoms,Green,80.21,3,false,0,80.21,FB001464,2025,Qtr 3,August,6,"",Winter,XXL,17
H&M,Bottoms,Green,97.5,2,false,0,97.5,FB001833,2025,Qtr 3,August,6,"",Summer,XXL,43
H&M,Bottoms,Green,25.74,2,true,0,25.74,FB000828,2025,Qtr 3,August,6,Color Mismatch,Fall,XXL,33
H&M,Bottoms,Navy,39.26,5,false,37.1,62.41,FB000276,2025,Qtr 3,August,6,"",Summer,L,6
H&M,Bottoms,Navy,31.54,4,false,49.4,62.33,FB001166,2025,Qtr 3,August,6,"",Winter,S,46
H&M,Bottoms,Navy,52.92,3,false,0,52.92,FB001450,2025,Qtr 3,August,6,"",Summer,S,9
H&M,Bottoms,Navy,81.7,3,true,0,81.7,FB001974,2025,Qtr 3,August,6,Wrong Item,Summer,M,33
H&M,Bottoms,Pink,31.02,4,false,56.4,71.14,FB000097,2025,Qtr 3,August,6,"",Winter,M,12
H&M,Bottoms,Pink,76.04,5,false,0,76.04,FB000733,2025,Qtr 3,August,6,"",Summer,M,13
H&M,Bottoms,Pink,83.93,4,false,18.7,103.23,FB000848,2025,Qtr 3,August,6,"",Summer,XL,6
H&M,Bottoms,Pink,15,2,false,57.9,35.63,FB001062,2025,Qtr 3,August,6,"",Winter,S,11
H&M,Bottoms,Pink,22.98,4,true,43,40.31,FB001850,2025,Qtr 3,August,6,Color Mismatch,Summer,XXL,30
H&M,Bottoms,Purple,36.35,2,false,38.1,58.73,FB000499,2024,Qtr 4,December,27,"",Spring,M,50
H&M,Bottoms,Purple,43.96,2,false,13.9,51.06,FB000672,2024,Qtr 3,August,16,"",Spring,S,16
H&M,Bottoms,Purple,113.18,5,false,0,113.18,FB001099,2025,Qtr 2,April,2,"",Spring,S,3
H&M,Bottoms,Purple,48.89,4,false,0,48.89,FB002067,2024,Qtr 4,December,10,"",Spring,S,9
H&M,Bottoms,Purple,59.74,3,true,9.1,65.72,FB000311,2025,Qtr 3,August,6,Quality Issue,Winter,L,10
H&M,Bottoms,Purple,47.66,5,true,0,47.66,FB001862,2025,Qtr 3,August,6,Size Issue,Fall,S,0
H&M,Bottoms,Red,36.85,5,false,0,36.85,FB000464,2025,Qtr 3,July,3,"",Spring,XL,0
H&M,Bottoms,Red,72.59,5,false,36.5,114.32,FB000664,2025,Qtr 3,August,6,"",Summer,XXL,41
H&M,Bottoms,Red,47.71,2,false,28.4,66.63,FB000879,2025,Qtr 3,August,6,"",Winter,M,32
H&M,Bottoms,Red,32.8,3,false,49.8,65.34,FB001315,2025,Qtr 3,August,6,"",Winter,XXL,9
H&M,Bottoms,Red,47.01,2,false,0,47.01,FB001470,2025,Qtr 3,August,6,"",Winter,S,17
H&M,Bottoms,Red,69.11,3,false,41.3,117.73,FB002000,2025,Qtr 3,August,6,"",Fall,XXL,8
H&M,Bottoms,White,55.94,2,false,40,93.23,FB000090,2025,Qtr 3,August,6,"",Summer,XXL,46
H&M,Bottoms,White,106.37,5,false,0,106.37,FB000323,2025,Qtr 2,April,6,"",Spring,L,37
H&M,Bottoms,White,57.87,5,false,38.9,94.71,FB000534,2024,Qtr 3,August,16,"",Spring,L,39
H&M,Bottoms,White,25.16,3,false,0,25.16,FB000790,2025,Qtr 3,August,6,"",Summer,S,37
H&M,Bottoms,White,26.1,5,false,57.5,61.42,FB000818,2025,Qtr 3,August,6,"",Summer,M,3
H&M,Bottoms,White,76.36,4,false,1.4,77.44,FB001792,2025,Qtr 3,August,6,"",Summer,S,18
H&M,Bottoms,White,64.07,3,false,0,64.07,FB001847,2025,Qtr 1,March,18,"",Spring,S,10
Mango,Bottoms,Beige,26.06,3,false,21.8,33.33,FB000021,2025,Qtr 3,August,6,"",Fall,L,42
Mango,Bottoms,Beige,21.92,3,false,16.2,26.16,FB000321,2025,Qtr 3,August,6,"",Fall,S,13
Mango,Bottoms,Beige,42.38,3,false,37.7,68.02,FB000557,2025,Qtr 3,August,6,"",Winter,L,40
Mango,Bottoms,Beige,93.01,2,false,0,93.01,FB000626,2025,Qtr 3,August,6,"",Fall,M,34
Mango,Bottoms,Black,64.3,3,false,42.2,111.25,FB000304,2025,Qtr 3,August,6,"",Winter,XL,34
Mango,Bottoms,Black,102.82,4,false,0,102.82,FB000333,2025,Qtr 3,August,6,"",Summer,XL,50
Mango,Bottoms,Black,69.03,2,false,40.7,116.41,FB000341,2025,Qtr 3,August,6,"",Summer,S,23
Mango,Bottoms,Blue,69.11,4,false,0,69.11,FB000293,2025,Qtr 3,August,6,"",Fall,M,18
Mango,Bottoms,Blue,40.76,3,false,27.9,56.53,FB000394,2025,Qtr 3,August,6,"",Fall,M,22
Mango,Bottoms,Blue,51.86,3,false,11.8,58.8,FB000689,2025,Qtr 3,August,6,"",Summer,S,8
Mango,Bottoms,Blue,117.21,4,false,0,117.21,FB001584,2025,Qtr 3,August,6,"",Summer,XXL,14
Mango,Bottoms,Blue,23.54,2,false,37.9,37.9,FB001983,2025,Qtr 3,August,6,"",Summer,S,34
Mango,Bottoms,Brown,16.19,2,false,50.5,32.7,FB000245,2025,Qtr 3,August,6,"",Fall,M,46
Mango,Bottoms,Brown,51.94,4,false,0,51.94,FB000655,2025,Qtr 3,August,6,"",Summer,XXL,9
Mango,Bottoms,Brown,94.85,2,false,0,94.85,FB000706,2025,Qtr 3,August,6,"",Summer,XXL,28
Mango,Bottoms,Brown,84.72,5,false,19.6,105.37,FB001699,2025,Qtr 3,August,6,"",Summer,S,39
Mango,Bottoms,Gray,79.34,5,false,0,79.34,FB000160,2025,Qtr 3,August,6,"",Winter,XXL,30
Mango,Bottoms,Gray,47.58,5,false,38.8,77.74,FB000783,2025,Qtr 3,July,11,"",Spring,L,23
Mango,Bottoms,Gray,84.8,5,false,0,84.8,FB001565,2025,Qtr 3,July,8,"",Spring,XXL,46
Mango,Bottoms,Gray,23.66,3,false,55.9,53.64,FB001724,2025,Qtr 3,August,6,"",Fall,L,10
Mango,Bottoms,Green,96.11,5,false,0,96.11,FB000132,2025,Qtr 2,April,12,"",Spring,S,13
Mango,Bottoms,Green,32.5,5,false,5.4,34.36,FB000303,2025,Qtr 3,August,6,"",Summer,XL,49
Mango,Bottoms,Green,43.44,2,false,42.7,75.82,FB000560,2025,Qtr 3,August,6,"",Summer,L,11
Mango,Bottoms,Green,117.63,2,false,0,117.63,FB000880,2024,Qtr 3,September,28,"",Spring,L,18
Mango,Bottoms,Green,55.09,3,false,51.6,113.83,FB001285,2025,Qtr 3,August,6,"",Fall,XXL,12
Mango,Bottoms,Green,27.54,4,false,56.8,63.74,FB001427,2025,Qtr 3,August,6,"",Winter,S,15
Mango,Bottoms,Green,88.94,3,true,4.2,92.84,FB000347,2025,Qtr 1,January,13,Size Issue,Spring,S,0
Mango,Bottoms,Green,55.1,5,true,17,66.38,FB001380,2025,Qtr 3,August,6,Size Issue,Summer,XL,24
Mango,Bottoms,Navy,108.89,3,false,0,108.89,FB001857,2025,Qtr 3,August,6,"",Summer,XXL,50
Mango,Bottoms,Pink,88.4,2,false,0,88.4,FB000335,2025,Qtr 3,August,6,"",Fall,L,1
Mango,Bottoms,Pink,49.87,3,false,0,49.87,FB000456,2025,Qtr 3,August,6,"",Summer,XXL,17
Mango,Bottoms,Pink,66.69,3,false,37.8,107.22,FB000906,2025,Qtr 3,July,11,"",Spring,XL,21
Mango,Bottoms,Pink,62.64,2,false,27.6,86.52,FB000980,2025,Qtr 3,August,6,"",Fall,S,47
Mango,Bottoms,Pink,22.24,3,false,20.9,28.11,FB001412,2025,Qtr 3,August,6,"",Fall,XL,6
Mango,Bottoms,Pink,76.45,1,true,0,76.45,FB001710,2025,Qtr 2,June,10,Color Mismatch,Spring,L,16
Mango,Bottoms,Pink,96.96,4,true,16.1,115.57,FB001760,2025,Qtr 3,August,6,Size Issue,Winter,L,32
Mango,Bottoms,Purple,41.07,5,false,0,41.07,FB000610,2025,Qtr 3,August,6,"",Summer,XL,10
Mango,Bottoms,Purple,34.13,2,false,56.3,78.09,FB001856,2025,Qtr 2,April,23,"",Spring,L,20
Mango,Bottoms,Purple,42.47,5,true,0,42.47,FB000509,2024,Qtr 4,November,14,Changed Mind,Spring,XL,33
Mango,Bottoms,Purple,52.42,3,true,6.7,56.18,FB001825,2025,Qtr 3,August,6,Changed Mind,Summer,S,35
Mango,Bottoms,Red,46.76,3,false,0,46.76,FB000730,2025,Qtr 3,August,6,"",Fall,S,38
Mango,Bottoms,Red,56.95,3,false,22.8,73.77,FB000885,2024,Qtr 3,August,18,"",Spring,XL,0
Mango,Bottoms,Red,93.59,2,false,0,93.59,FB001167,2025,Qtr 3,August,6,"",Winter,XXL,38
Mango,Bottoms,Red,116.58,2,false,0,116.58,FB001243,2025,Qtr 3,August,6,"",Fall,S,47
Mango,Bottoms,Red,39.28,2,false,48.9,76.86,FB001581,2025,Qtr 3,August,6,"",Winter,L,5
Mango,Bottoms,Red,83.96,4,false,22.2,107.92,FB002094,2025,Qtr 3,August,6,"",Fall,XXL,35
Mango,Bottoms,Red,62.32,3,true,16.8,74.9,FB001083,2025,Qtr 3,August,6,Color Mismatch,Fall,M,13
Mango,Bottoms,Red,47.66,3,true,26.4,64.75,FB001266,2025,Qtr 3,August,6,Wrong Item,Winter,L,7
Mango,Bottoms,White,64.28,3,false,0,64.28,FB000272,2025,Qtr 3,August,6,"",Summer,XXL,46
Mango,Bottoms,White,57.88,3,false,0,57.88,FB000308,2025,Qtr 3,August,6,"",Summer,M,39
Mango,Bottoms,White,28.9,5,false,0,28.9,FB000958,2025,Qtr 3,August,6,"",Summer,XXL,5
Mango,Bottoms,White,29.77,5,false,57.4,69.88,FB001084,2025,Qtr 3,August,6,"",Winter,M,30
Mango,Bottoms,White,92.59,3,false,0,92.59,FB001185,2025,Qtr 3,August,6,"",Fall,S,39
Mango,Bottoms,White,111.91,2,false,0,111.91,FB001494,2025,Qtr 3,July,22,"",Spring,S,28
Mango,Bottoms,White,67.76,4,true,21.7,86.54,FB000066,2025,Qtr 2,June,1,Changed Mind,Spring,S,21
Uniqlo,Bottoms,Beige,69.03,4,false,40,115.05,FB001863,2025,Qtr 3,August,6,"",Summer,S,48
Uniqlo,Bottoms,Black,62.93,3,false,0,62.93,FB000119,2025,Qtr 3,August,6,"",Winter,S,49
Uniqlo,Bottoms,Black,34.16,2,false,0,34.16,FB002073,2025,Qtr 3,August,6,"",Winter,M,37
Uniqlo,Bottoms,Blue,67.3,2,false,7.1,72.44,FB000191,2025,Qtr 3,August,6,"",Fall,XXL,10
Uniqlo,Bottoms,Blue,79.27,4,false,0,79.27,FB001269,2025,Qtr 2,May,11,"",Spring,L,13
Uniqlo,Bottoms,Blue,23.29,2,false,7.9,25.29,FB001332,2025,Qtr 3,August,6,"",Fall,L,39
Uniqlo,Bottoms,Blue,38.7,4,false,0,38.7,FB001929,2025,Qtr 3,August,6,"",Winter,XXL,11
Uniqlo,Bottoms,Brown,66.51,3,false,0,66.51,FB000190,2024,Qtr 4,October,4,"",Spring,XXL,32
Uniqlo,Bottoms,Brown,99.67,5,false,0,99.67,FB000282,2025,Qtr 3,August,6,"",Fall,S,13
Uniqlo,Bottoms,Gray,109.81,2,false,0,109.81,FB000629,2025,Qtr 3,July,24,"",Spring,XL,17
Uniqlo,Bottoms,Gray,54.84,4,false,0,54.84,FB000860,2024,Qtr 3,September,22,"",Spring,XL,12
Uniqlo,Bottoms,Gray,48.27,3,false,0,48.27,FB001419,2025,Qtr 3,August,6,"",Fall,M,33
Uniqlo,Bottoms,Gray,13.03,5,true,54.7,28.76,FB001571,2025,Qtr 2,May,14,Color Mismatch,Spring,L,2
Uniqlo,Bottoms,Green,50.34,3,false,19.2,62.3,FB001293,2025,Qtr 3,August,6,"",Fall,L,9
Uniqlo,Bottoms,Green,71.74,3,false,0,71.74,FB001324,2025,Qtr 3,August,6,"",Fall,S,16
Uniqlo,Bottoms,Green,100.14,5,false,0,100.14,FB001342,2025,Qtr 3,August,6,"",Winter,S,48
Uniqlo,Bottoms,Green,29.5,3,false,0,29.5,FB001897,2025,Qtr 3,August,6,"",Winter,S,36
Uniqlo,Bottoms,Navy,20.9,5,false,58.2,50.01,FB000104,2025,Qtr 3,August,6,"",Winter,L,32
Uniqlo,Bottoms,Navy,47.23,4,false,9.9,52.42,FB000809,2024,Qtr 4,October,16,"",Spring,M,42
Uniqlo,Bottoms,Navy,59.36,3,false,0,59.36,FB000977,2025,Qtr 3,August,6,"",Fall,XXL,16
Uniqlo,Bottoms,Pink,61.78,4,false,0,61.78,FB000898,2025,Qtr 3,July,30,"",Spring,M,24
Uniqlo,Bottoms,Pink,81.34,5,false,15,95.7,FB001240,2025,Qtr 3,August,6,"",Summer,L,9
Uniqlo,Bottoms,Pink,71.54,3,false,26,96.68,FB001909,2024,Qtr 3,September,21,"",Spring,S,16
Uniqlo,Bottoms,Pink,56.57,5,true,0,56.57,FB002146,2025,Qtr 3,August,6,Size Issue,Summer,S,43
Uniqlo,Bottoms,Purple,114.29,4,false,0,114.29,FB001423,2025,Qtr 3,August,6,"",Fall,S,9
Uniqlo,Bottoms,Purple,30.91,2,false,0,30.91,FB001841,2025,Qtr 3,August,6,"",Summer,L,45
Uniqlo,Bottoms,Red,26.99,4,false,34,40.89,FB000026,2025,Qtr 2,June,11,"",Spring,M,16
Uniqlo,Bottoms,Red,60.09,1,false,28.5,84.04,FB000918,2025,Qtr 3,August,6,"",Fall,XL,3
Uniqlo,Bottoms,Red,39.84,3,false,0,39.84,FB000921,2025,Qtr 2,April,18,"",Spring,L,24
Uniqlo,Bottoms,Red,102.07,3,true,0,102.07,FB000658,2025,Qtr 3,August,6,Color Mismatch,Summer,S,26
Uniqlo,Bottoms,White,96.55,5,false,0,96.55,FB000471,2025,Qtr 3,August,6,"",Summer,S,17
Uniqlo,Bottoms,White,60.13,3,false,0,60.13,FB001378,2025,Qtr 3,August,6,"",Winter,L,27
Uniqlo,Bottoms,White,28.38,2,true,41.7,48.68,FB001280,2025,Qtr 3,August,6,Damaged,Summer,S,20
Zara,Bottoms,Beige,15.45,4,false,52.4,32.46,FB000095,2025,Qtr 3,August,6,"",Fall,S,14
Zara,Bottoms,Beige,22.61,4,false,58.8,54.88,FB000139,2025,Qtr 3,August,6,"",Winter,XXL,50
Zara,Bottoms,Beige,10.55,3,false,59.4,25.98,FB000584,2025,Qtr 3,August,6,"",Winter,L,40
Zara,Bottoms,Beige,109.36,2,false,0,109.36,FB000805,2025,Qtr 3,August,6,"",Fall,S,0
Zara,Bottoms,Beige,41.6,3,false,41.9,71.6,FB001170,2025,Qtr 2,April,12,"",Spring,L,16
Zara,Bottoms,Beige,47.28,3,false,39.1,77.64,FB001706,2025,Qtr 3,August,6,"",Summer,XXL,19
Zara,Bottoms,Beige,29.07,3,false,0,29.07,FB001945,2025,Qtr 3,August,6,"",Summer,XL,41
Zara,Bottoms,Beige,75.78,4,false,0,75.78,FB002118,2025,Qtr 1,January,28,"",Spring,L,12
Zara,Bottoms,Black,71.19,2,false,3.9,74.08,FB000186,2025,Qtr 3,August,6,"",Summer,XXL,37
Zara,Bottoms,Black,87.03,5,false,0,87.03,FB000219,2025,Qtr 3,August,6,"",Winter,S,39
Zara,Bottoms,Black,95.11,2,false,17.8,115.7,FB000255,2025,Qtr 3,August,6,"",Winter,S,32
Zara,Bottoms,Black,52.36,3,false,0,52.36,FB000947,2025,Qtr 2,April,22,"",Spring,XXL,35
Zara,Bottoms,Black,33.13,4,false,0,33.13,FB001043,2025,Qtr 3,August,6,"",Summer,XL,41
Zara,Bottoms,Black,108.65,3,false,0,108.65,FB001473,2025,Qtr 3,August,6,"",Fall,L,26
Zara,Bottoms,Blue,108.24,3,false,0,108.24,FB000265,2025,Qtr 3,August,6,"",Fall,XXL,8
Zara,Bottoms,Blue,76.11,3,false,9.6,84.19,FB000761,2025,Qtr 3,August,6,"",Winter,XXL,45
Zara,Bottoms,Blue,105.21,5,false,0,105.21,FB001525,2024,Qtr 4,November,2,"",Spring,S,41
Zara,Bottoms,Blue,96.82,2,false,0,96.82,FB001534,2025,Qtr 3,August,6,"",Winter,M,0
Zara,Bottoms,Brown,27.85,2,false,0,27.85,FB000339,2025,Qtr 3,August,6,"",Winter,S,0
Zara,Bottoms,Brown,49.07,3,false,6.4,52.43,FB000633,2025,Qtr 3,August,6,"",Winter,S,42
Zara,Bottoms,Brown,53.48,2,false,44.8,96.88,FB001282,2025,Qtr 3,August,6,"",Fall,XXL,15
Zara,Bottoms,Brown,47.08,3,false,8,51.17,FB001360,2025,Qtr 3,August,6,"",Winter,XL,7
Zara,Bottoms,Brown,96.42,5,false,4.6,101.07,FB001387,2025,Qtr 3,August,6,"",Summer,S,19
Zara,Bottoms,Brown,104.25,4,false,0,104.25,FB001801,2025,Qtr 3,August,6,"",Fall,L,35
Zara,Bottoms,Brown,61.96,3,true,26.3,84.07,FB000058,2024,Qtr 4,October,25,Size Issue,Spring,XL,19
Zara,Bottoms,Gray,24.49,3,false,54.5,53.83,FB000007,2024,Qtr 4,October,29,"",Spring,S,38
Zara,Bottoms,Gray,87.08,3,false,11.1,97.95,FB000337,2025,Qtr 3,August,6,"",Fall,XXL,25
