BrandName,Category,Deatils.2,Deatils.1.1,Discount,Sum of MRP,Sum of SellPrice,Sizes
clara,earrings,,925 sterling silver rhodium plated swiss zirconia pearl yua,5% off,1499,1424,Nan
clara,finish,,mens pure 925 sterling silver nario adjustable ring partial matte,5% off,1499,1424,Nan
clara,finish,,unisex pure 925 sterling silver rocco adjustable couple band partial matte,5% off,2999,2849,Nan
clara,gift,,925 silver real pearl aki pendant with chain necklace rhodium plated,5% off,2199,2089,Nan
clara,gift,,925 sterling silver 5 stone mangalsutra tanmaniya pendant earring jewellery set with chain,5% off,2699,2564,Nan
clara,gift,,925 sterling silver gold plated classic pearl earrings,5% off,1349,1281,Nan
clara,gift,,925 sterling silver rhodium plated ball pendant earring necklace set with chain,5% off,2399,2279,Nan
clara,gift,,925 sterling silver rhodium plated halo pendant earring necklace set with chain,5% off,3399,3229,Nan
clara,gift,,925 sterling silver rhodium plated rope pendant necklace with chain,5% off,1599,1519,Nan
clara,gift,,925 sterling silver rhodium plated swiss zirconia cute ring with adjustable band,5% off,1699,1614,Nan
clara,gift,,925 sterling silver rhodium plated swiss zirconia dark green cushion ring with adjustable band,5% off,1999,1899,Nan
clara,gift,,925 sterling silver rhodium plated swiss zirconia dark green eye ring with adjustable band,5% off,1999,1899,Nan
clara,gift,,925 sterling silver rhodium plated swiss zirconia dark green oval ring with adjustable band,5% off,1999,1899,Nan
clara,gift,,925 sterling silver rhodium plated swiss zirconia dark green tear drop ring with adjustable band,5% off,1999,1899,Nan
clara,gift,,925 sterling silver rhodium plated swiss zirconia graduation ring with adjustable band,5% off,1599,1519,Nan
clara,gift,,925 sterling silver rhodium plated swiss zirconia royal blue cushion ring with adjustable band,5% off,1999,1899,Nan
clara,gift,,925 sterling silver rhodium plated swiss zirconia royal blue eye ring with adjustable band,5% off,1999,1899,Nan
clara,gift,,925 sterling silver rhodium plated swiss zirconia royal blue oval ring with adjustable band,5% off,1999,1899,Nan
clara,gift,,925 sterling silver rhodium plated swiss zirconia v shape ring with adjustable band,5% off,1598,1518,Nan
clara,gift,,925 sterling silver swiss zirconia pearl earrings,5% off,1899,1804,Nan
clara,gift,,made with swarovski zirconia 925 sterling silver siena solitaire bracelet,5% off,2999,2849,Nan
clara,necklace,,925 sterling silver rhodium plated blood red tear drop pendant with chain,5% off,2499,2374,Nan
clara,necklace,,925 sterling silver rhodium plated royal blue oval pendant with chain,5% off,2499,2374,Nan
clara,plated,,925 silver pearl twist pendant earring chain jewellery set rhodium,5% off,3999,3799,Nan
clara,ring,,mens pure 925 sterling silver luca adjustable,5% off,1899,1804,Nan
clara,ring,,mens pure 925 sterling silver monte adjustable,5% off,1699,1614,Nan
clara,ring,,womens pure 925 sterling silver franco adjustable,5% off,1299,1234,Nan
clara,ring,,womens pure 925 sterling silver luca adjustable,5% off,1199,1139,Nan
clara,ring,,womens pure 925 sterling silver nario adjustable,5% off,1299,1234,Nan
clara,set,,925 sterling silver rhodium plated royal blue cushion pendant earring chain jewellery,5% off,4399,4179,Nan
clarks,ballerinas, black,leather slipon womens casual,50% off,4999,2499," 4,5,6,7,8"
clarks,ballerinas, black,leather slipon womens formal,50% off,3999,1999," 4,5,6,7,8"
clarks,ballerinas, black,synthetic slipon womens casual,50% off,4999,2499," 4,5,6,7,8"
clarks,ballerinas, black,synthetic slipon womens formal,50% off,3999,1999," 4,6,7"
clarks,ballerinas, blush,leather slipon womens casual,50% off,4999,2499," 4,5,6,7"
clarks,ballerinas, navy,synthetic slipon womens casual,50% off,4999,2499," 4,5,6,7,8"
clarks,pumps,,leather slip on womens casual,30% off,4999,3499," 4,5,6,7,8"
clarks,pumps, black,leather slipon womens formal,40% off,6499,3899," 7,8"
clarks,pumps, black,suede lace up womens casual,30% off,8499,5949," 4,5,6,7,8"
clarks,pumps, black,suede slipon womens casual,50% off,5499,2749," 4,5,6,7"
clarks,pumps, black,synthetic slipon womens formal,50% off,5999,2999," 5,6,7,8"
clarks,pumps, blush,synthetic slipon womens formal,50% off,5999,2999," 4,6,7,8"
clarks,pumps, natural,leather lace up womens casual,40% off,8499,5099," 4,5,6,7,8"
clarks,pumps, navy,leather slip on womens casual,40% off,4999,2999," 3,4,5,6,7,8"
clarks,pumps, pink,suede lace up womens casual,30% off,8499,5949," 4,5,6,7,8"
clarks,sandals,,leather slip on womens casual,30% off,8999,6299," 4,5,6,7,8"
clarks,sandals, black,leather slip on womens casual,30% off,8999,6299," 4,5,6,7,8"
clarks,sandals, black,leather slip on womens casual,40% off,5499,3299," 4,5,6,7,8"
clarks,sandals, black,suede slip on womens casual,20% off,6499,5199," 3,4,5,6,7,8"
clarks,sandals, brown,fabric slip on womens casual,30% off,4499,3149," 3,4,5,6,7,8"
clarks,sandals, brown,leather slip on womens casual,20% off,6999,5599," 4,5,6,7,8"
clarks,sandals, brown,leather slip on womens casual,30% off,5999,4199," 3,4,5,6,7,8"
clarks,sandals, natural,suede slip on womens casual,20% off,6499,5199," 3,4,5,6,7,8"
clarks,sandals, orange,leather slip on womens casual,30% off,5499,3849," 4,5,6,7,8"
clarks,sandals, pink,leather slip on womens casual,20% off,5499,4399," 6,7,8"
clarks,sandals, red,leather slip on womens casual,30% off,4499,3149," 3,4,5,6,7,8"
clarks,sandals, red,leather slip on womens casual,40% off,8999,5399," 4,5,6,7,8"
clarks,sandals, white,leather slip on womens casual,20% off,6999,5599," 4,5,6,7,8"
clarks,shoes, black,fabric slipon womens casual,50% off,4999,2499," 3.5,4,5,6,7,8"
clarks,shoes, black,leather slipon womens casual,30% off,4999,3499," 4,5,6,7"
clarks,shoes, black,leather slipon womens casual,40% off,4999,2999," 3.5,4,4.5,5,6,6.5,7,7.5,8"
clarks,shoes, black,suede lace up womens casual,40% off,5999,3599," 4,5,6,7,8"
clarks,shoes, black,suede slipon womens casual,50% off,4999,2499," 4,5,6,7"
clarks,shoes, gunmetal,synthetic slipon womens casual,30% off,4999,3499," 4,5,6,7"
clarks,shoes, natural,leather lace up womens casual,30% off,7999,5599," 4,5,6,7,8"
clarks,shoes, red,leather slipon womens casual,50% off,4999,2499," 4,5,6,7"
clarks,shoes, white,leather lace up womens casual,30% off,7999,5599," 4,5,6,7,8"
clarks,shoes, white,leather lace up womens casual,30% off,5999,4199," 5,6,7,8"
clovia,3, multi,womens bikini brief - set of,60% off,600,240, M
clovia,babydoll, black,womens lace,60% off,999,399," L,M,S,XL"
clovia,babydoll, blue,womens satin halter neck,60% off,1299,519," L,M,S,XL"
clovia,babydoll, pink,womens spaghetti neck self pattern,30% off,999,699," L,M,XL"
clovia,beige, natural,womens saree shapewear with drawstring in,60% off,1999,799," L,M,S,XL,XXL"
clovia,black, black,womens non padded wirefree denim look t shirt bra,60% off,599,239, 32-C
clovia,blue, blue,womens cotton non wired non padded full cup t shirt bra,60% off,599,239," 32-C,34-B,36-B"
clovia,blue, blue,womens non padded wirefree denim inspired t shirt bra,40% off,699,419," 32-B,32-C,32-D,34-B,34-C,36-B,38-B"
clovia,bra, black,lace non-padded wirefree,40% off,599,359," 32-B,32-C,34-B,34-C,36-B,36-C,38-B,40-B"
clovia,bra, black,women backless multiway cotton,40% off,599,359, 34-C
clovia,bra, black,womens cotton non-padded non-wired,30% off,171,119," 32-B,32-C,32-D,34-B,34-C,36-B,36-C"
clovia,bra, black,womens cotton non-padded non-wired self printed,60% off,599,239," 32-B,32-C,32-D"
clovia,bra, black,womens cotton padded non-wired multiway t-shirt,60% off,614,245," 36-B,38-B,38-C,40-B,40-C"
clovia,bra, black,womens cotton padded non-wired plunge multiway t-shirt,60% off,1199,479," 30-C,32-C,32-D,34-C,34-D,36-C,38-B,38-C,40-B"
clovia,bra, black,womens full coverage,40% off,699,419," 32-B,34-B,36-B,38-B"
clovia,bra, black,womens non padded non wired full coverage,60% off,599,239," 32-B,32-C"
clovia,bra, black,womens non-padded front open plunge neck t-shirt,40% off,599,359," 32-B,32-C,34-C,36-C"
clovia,bra, black,womens non-padded non-wired,50% off,599,299," 32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-B,38-C,40-B"
clovia,bra, black,womens non-padded non-wired printed full cup,60% off,599,239," 32-C,34-C"
clovia,bra, blue,womens cotton rich floral print non-padded non-wired,60% off,599,239," 32-B,32-C,34-C"
clovia,bra, blue,womens cotton rich non-padded non-wired,60% off,599,239," 32-B,32-C"
clovia,bra, blue,womens cotton rich non-padded non-wired,60% off,599,239, 32-C
clovia,bra, blue,womens cotton rich non-padded non-wired floral print,60% off,599,239, 32-C
clovia,bra, blue,womens non padded non wired plunge,40% off,599,359," 32-C,34-C,36-B,36-C,40-B"
clovia,bra, blue,womens non-padded full cup,40% off,599,359," 32-B,32-C,34-B,34-C,36-B,38-C,40-B"
clovia,bra, blue,womens non-padded full cup,40% off,599,359," 32-B,34-C"
clovia,bra, blue,womens non-padded non-wired,60% off,599,239," 32-B,32-C"
clovia,bra, blue,womens non-padded non-wired,60% off,599,239," 32-B,32-C,32-D,34-B,34-C"
clovia,bra, blue,womens solid non padded non wired full coverage,40% off,599,359," 32-B,32-C,34-B,34-C,36-B,38-B"
clovia,bra, green,womens cotton non-padded non-wired printed,60% off,599,239," 32-B,32-C,32-D,34-B"
clovia,bra, green,womens cotton rich non-padded non-wired,60% off,599,239," 32-B,32-C"
clovia,bra, green,womens non padded non wired full coverage,60% off,699,279, 32-C
clovia,bra, green,womens non-padded,40% off,342,205," 34-C,36-B,36-C"
clovia,bra, grey,womens cotton non-padded non-wired floral print,60% off,599,239, 32-C
clovia,bra, grey,womens cotton non-padded non-wired full cup,60% off,599,239, 32-B
clovia,bra, grey,womens cotton non-padded non-wired full cup,60% off,599,239," 32-B,32-C,34-C"
clovia,bra, grey,womens cotton non-padded non-wired full cup,60% off,599,239, 32-C
clovia,bra, grey,womens cotton rich non-padded non-wired,60% off,599,239," 32-B,32-C,32-D,34-B,36-B"
clovia,bra, grey,womens cotton rich non-padded non-wired,60% off,599,239," 32-B,32-C,34-B,34-C"
clovia,bra, grey,womens cotton rich non-padded non-wired floral & polka print,60% off,599,239," 32-B,32-C,34-B,34-C"
clovia,bra, grey,womens non-padded non-wired,60% off,342,137," 32-C,32-D,34-C"
clovia,bra, grey,womens non-padded non-wired polka print,50% off,599,299," 32-C,34-B,34-C"
clovia,bra, grey,womens striped non-padded non-wired,60% off,599,239," 32-B,32-C"
clovia,bra, maroon,womens cotton rich non-padded non-wired,40% off,599,359," 32-B,32-C,32-D,34-B,34-C,36-B,40-C"
clovia,bra, maroon,womens non-padded non-wired,60% off,599,239," 32-B,32-C,32-D,34-B,34-C"
clovia,bra, multi,womens cotton non-padded non-wired printed,60% off,342,137," 32-B,32-C"
clovia,bra, multi,womens cotton rich non-padded non-wired cherry print,60% off,599,239," 32-B,32-C"
clovia,bra, multi,womens padded underwired checkered print t-shirt,60% off,1299,519," 32-C,32-D,40-B"
clovia,bra, natural,cotton rich non padded wirefree t-shirt,40% off,599,359," 32-C,34-B,34-C"
clovia,bra, natural,womens cotton non-padded non-wired,60% off,599,239," 32-B,32-C"
clovia,bra, natural,womens cotton rich non-padded non-wired,60% off,599,239," 32-B,32-C,32-D,34-B,34-C"
clovia,bra, natural,womens cotton rich non-padded non-wired full cup,60% off,599,239," 32-B,32-C,34-B,34-C"
clovia,bra, natural,womens cotton rich non-wired spacer cup t-shirt,40% off,599,359," 32-B,32-C,32-D,34-B,34-C,34-D,36-C,38-B,40-C"
clovia,bra, natural,womens full coverage,60% off,599,239," 32-B,32-C,34-C"
clovia,bra, natural,womens non-padded,40% off,599,359," 32-B,32-C,36-C"
clovia,bra, natural,womens non-padded non-wired t-shirt,60% off,599,239," 32-B,32-C,32-D,34-B,34-C,36-B,36-C,38-B,38-C"
clovia,bra, off white,cotton rich non-padded full support,40% off,599,359, 32-B
clovia,bra, orange,womens cotton rich non-padded non-wired striped,60% off,599,239," 32-B,32-C"
clovia,bra, orange,womens full coverage,40% off,599,359," 32-B,32-C,34-B,34-C"
clovia,bra, orange,womens padded non wired full coverage demi cup,60% off,599,239," 32-C,34-C"
clovia,bra, pink,womens cotton non-padded non-wired animal print,60% off,599,239," 32-B,32-C,32-D,34-C"
clovia,bra, pink,womens cotton rich non-padded non-wired pineapple print,60% off,599,239," 32-B,32-C"
clovia,bra, pink,womens cotton rich non-padded non-wired t-shirt,40% off,342,205," 34-C,36-D"
clovia,bra, pink,womens full coverage,60% off,599,239," 34-C,36-B,36-C,38-B,40-B"
clovia,bra, pink,womens non padded non wired full coverage,40% off,599,359," 32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,38-B,38-C,40-B,40-C"
clovia,bra, pink,womens non padded non wired printed full coverage,50% off,499,249, 32-C
clovia,bra, pink,womens non-padded non-wired t-shirt,40% off,599,359," 32-B,32-C,32-D,34-C,36-B,36-C,38-B,38-C,40-B,40-C"
clovia,bra, pink,womens padded non-wired polka print t-shirt,70% off,1199,359, 32-D
clovia,bra, pink,womens padded non-wired teen,60% off,799,319," 28,30,32"
clovia,bra, pink,womens padded non-wired t-shirt,60% off,1199,479," 32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-B,38-C,40-B,40-C"
clovia,bra, purple,womens non wired solid full coverage,60% off,599,239," 32-B,32-C,34-B,34-C"
clovia,bra, purple,womens non-padded,60% off,285,114," 32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B"
clovia,bra, purple,womens non-padded demi cup,60% off,599,239," 34-B,34-C,36-B,36-C,38-B,40-B"
clovia,bra, purple,womens u-back,40% off,599,359," 32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B"
clovia,bra, red,double layered comfy t-shirt,60% off,599,239," 32-B,32-C,34-B,34-C,36-B,36-C,38-B,40-B"
clovia,bra, red,womens cotton rich non padded non wired t shirt,50% off,599,299," 32-C,32-D,34-B,36-B,38-B"
clovia,bra, red,womens cotton rich non-padded non-wired multiway t-shirt,40% off,599,359," 32-B,32-C,32-D,34-B,34-C,36-B,36-C,36-D,38-B,38-C,40-B"
clovia,bra, red,womens cotton rich non-padded non-wired t-shirt,60% off,599,239," 32-B,32-C,34-B,34-C,36-B,36-C"
clovia,bra, red,womens full coverage,40% off,599,359," 32-B,32-C,34-B,34-C,36-B,36-C,38-B,40-B"
clovia,bra, red,womens non-padded full cup,40% off,599,359," 32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B"
clovia,bra, red,womens non-padded non-wired printed t-shirt,60% off,342,137, 32-C
clovia,bra, white,womens cotton non-padded non-wired printed full cup,60% off,599,239," 32-B,32-C,32-D,34-B,34-C"
clovia,bra, white,womens cotton rich non-padded non-wired,40% off,599,359," 32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D"
clovia,bra, white,womens cotton rich non-padded non-wired,40% off,599,359," 32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-B,38-C,40-B,40-C,42-B"
clovia,bra, white,womens cotton rich non-padded non-wired,60% off,599,239," 32-B,32-C,34-B,34-C,36-C"
clovia,bra, white,womens full coverage,60% off,699,279," 32-B,34-B,36-B,38-B"
clovia,bra, white,womens non padded non wired solid t-shirt,40% off,699,419," 32-B,32-C"
clovia,bra, white,womens padded non-wired floral print t-shirt,60% off,614,245," 32-C,32-D"
clovia,bra, white,womens padded non-wired printed t-shirt,60% off,1199,479," 32-D,34-D,40-B"
clovia,bra, yellow,womens non padded non wired solid full coverage,60% off,699,279," 32-B,32-C"
clovia,bra, yellow,womens non-padded,40% off,599,359," 32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B"
clovia,bra, yellow,womens non-padded non-wired,40% off,342,205," 32-B,32-C"
clovia,bra, yellow,womens non-padded non-wired,50% off,599,299," 32-B,32-C,32-D,34-B,34-C"
clovia,bra, yellow,womens non-padded non-wired,60% off,342,137," 32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-B,38-C,40-B"
clovia,briefs, black,womens solid boy shorts,60% off,499,199," M,S,XL,XXL"
clovia,brown, brown,womens cotton non padded wirefree demi cup bra,60% off,599,239," 32-B,32-C,34-B"
clovia,cotton, green,womens printed maternity long night dress in light green,70% off,2499,749," L,M,S,XL,XXL"
clovia,cotton, grey,womens non-padded non-wired bra in light grey - 100%,50% off,599,299, 32-C
clovia,coverage, green,womens full,40% off,599,359," 32-B,32-C,34-B,34-C,36-B,36-C"
clovia,coverage, maroon,womens full,40% off,599,359," 32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B"
clovia,coverage, red,womens full,40% off,599,359," 32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B"
clovia,cups, black,cotton rich t shirt bra with cross-over moulded,40% off,599,359," 32-C,34-C,36-B,38-B"
clovia,drawstring, blue,womens saree shapewear with,60% off,1999,799, S
clovia,drawstring, pink,womens polyester gym-sports capri tights with,60% off,1299,519," M,S"
clovia,drawstring, pink,womens saree shapewear with,60% off,1999,799," L,M,XXL"
clovia,elastic, black,womens cotton mid waist hipster panty with inner,60% off,499,199," L,M,S,XL,XXL"
clovia,elastic, pink,womens cotton mid waist hipster panty with inner,40% off,499,299," L,M,S"
clovia,elastic, red,womens cotton mid waist hipster panty with inner,60% off,499,199," L,M,XL,XXL"
clovia,elastic, yellow,womens cotton mid waist hipster panty with inner,60% off,499,199," M,S,XL,XXL"
clovia,green, green,womens cotton rich text print top in,50% off,571,285," L,M,S,XL"
clovia,insert, blue,womens cotton mid waist hipster panty with lace,40% off,499,299," L,M,S,XL,XXL,XXXL"
clovia,inserts, grey,womens cotton rich non-padded non-wired bra with mesh,50% off,599,299," 32-B,32-C,34-B,34-C"
clovia,lace, black,womens cotton rich non-padded non-wired t-shirt bra with,40% off,599,359," 32-B,32-C,32-D,34-B,34-C,36-B,36-C,38-C"
clovia,lace, grey,womens satin babydoll with,70% off,1299,389," L,M,S,XL"
clovia,lace, maroon,womens cotton rich non-padded non-wired bra with,60% off,599,239, 32-C
clovia,lace, natural,womens cotton rich non-padded non-wired bra with,40% off,342,205," 32-B,32-C"
clovia,lace, natural,womens cotton rich non-padded non-wired bra with,60% off,599,239," 32-B,32-C,34-B,34-C"
clovia,lace, pink,womens padded underwired level 1 push up balconette bra in light pink -,60% off,1499,599, 36-B
clovia,lace, purple,womens cotton rich non-padded non-wired t-shirt bra with,40% off,342,205," 32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B,40-C"
clovia,lace, white,womens cotton rich non-padded non-wired t-shirt bra with,40% off,599,359," 32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-B,38-C,38-D,40-B,40-C"
clovia,neck, grey,womens cotton rich non-padded non-wired bra with mesh,60% off,599,239," 32-B,32-C,34-B,34-C,36-B"
clovia,nightslip, maroon,satin,60% off,1299,519," L,M,S,XL"
clovia,nightwear, pink,3 pcs printed satin,60% off,1999,799,Nan
clovia,orange, orange,womens cotton non padded wirefree demi cup bra,60% off,599,239," 32-C,34-B,34-C"
clovia,panels, red,womens cotton mid waist printed hipster panty with sheer,60% off,499,199, S
clovia,panty, red,womens lace low waist bikini,60% off,599,239," M,XXL"
clovia,purple, peach,womens padded non wired level 1 push up multiway t shirt bra in,40% off,899,539," 32-D,36-B,38-C"
clovia,pyjamas, pink,womens cotton rich,40% off,999,599," L,M,S,XL"
clovia,racerback, green,womens cotton non-wired non-padded printed bra with,60% off,599,239," 32-B,32-C,34-B,36-B,36-C"
clovia,red, red,womens non padded non wired full cup bra in,60% off,599,239," 32-B,32-C,34-B,34-C"
clovia,rich, blue,womens non-padded non- wired bra in light blue - cotton,50% off,599,299," 32-B,32-C,34-B,34-C"
clovia,rich, blue,womens non-padded non-wired bra in blue - cotton,50% off,599,299," 32-B,32-C"
clovia,rich, natural,womens non-padded non-wired bra - cotton,60% off,599,239, 32-B
clovia,set, blue,womens lace night dress and robe,60% off,3999,1599,Nan
clovia,set, gold,womens satin nightwear,40% off,2499,1499," L,M,S,XL"
clovia,set, maroon,womens lace night dress and robe,60% off,3999,1599,Nan
clovia,shorts, grey,womens slub boxer,30% off,499,349," L,M,S,XL,XXL"
clovia,skin, brown,womens cotton rich t shirt bra with cross over moulded cups,60% off,599,239, 32-C
clovia,straps, natural,women cotton rich tube bra with detachable,60% off,599,239," 32-B,32-C,34-B,34-C,36-B,36-C,40-B"
clovia,support, off white,tshirt bra with add-on,40% off,342,205," 32-C,34-C"
clovia,top, blue,womens cotton rich text print,60% off,571,228," L,M,S,XL,XXL"
clovia,top, yellow,womens cotton text print,60% off,571,228," L,M,S,XL"
clovia,t-shirt, pink,womens cotton rich text print,50% off,999,499," L,M,S,XL"
clovia,waistband, pink,womens cotton high waist hipster panty with printed,40% off,499,299," L,M,S,XL"
clovia,white, white,womens comfy stretchable cotton bra in,60% off,699,279," 32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-C,40-B"
clovia,white, white,womens cotton rich full cup lacy bra,40% off,599,359," 32-C,32-D,34-D,36-B,36-D,38-B"
clovia,yellow, yellow,womens cotton mid waist printed teen hipster panty in,60% off,499,199, S
coach,watch,,womens grey dial leather analogue,50% off,9995,4997,Nan
coach,watch, 14000060,womens white leather analogue,50% off,22995,11497,Nan
coach,watch, 14503070,womens silver stainless steel analogue,20% off,22995,18396,Nan
coach,watch, 14503077,womens silver stainless steel analogue,50% off,17500,8750,Nan
coach,watch, 14503349,womens white leather analogue,50% off,21500,10750,Nan
coach,watch, 14503356,womens grey stainless steel analogue,40% off,22995,13797,Nan
coach,watch, 14503360,womens white stainless steel analogue,30% off,20995,14696,Nan
coach,watch, co14503422w,womens purple dial metallic analogue,40% off,22500,13500,Nan
coach,watch, co14503662w,womens 33.25 mm preston mother of pearl dial stainless steel analogue,40% off,28495,17097,Nan
coach,watch, co14503734w,womens 38 mm arden navy dial stainless steel multi-function,30% off,21495,15046,Nan
coach,watch, ncco14503360w,womens audrey white dial stainless steel analogue,30% off,20995,14696,Nan
coach,watch, ncco14503567w,womens park blue dial stainless steel analogue,40% off,22000,13200,Nan
coach,watch, ncco14503797w,womens perry white dial leather analogue,20% off,9495,7596,Nan
cover story,dress, black,printed polyester round neck womens,30% off,4490,3143," M,S,XL,XS"
cover story,dress, black,solid cotton poly spandex round neck womens,30% off,2490,1743," L,M,S,XL,XS"
cover story,dress, black,solid rayon nylon spandex round neck womens,30% off,3490,2443," L,M,S,XL,XS"
cover story,dress, blue,solid rayon nylon spandex sweetheart neck womens,30% off,2890,2023," L,M,S,XL,XS"
cover story,dress, brown,printed round neck recycle polyester womens regular,50% off,2890,1445," XL,XS"
cover story,dress, dark brown,solid round neck cotton womens regular,50% off,2890,1445," L,M,S,XL,XS"
cover story,dress, green,printed round neck recycle polyester womens regular,30% off,2990,2093, XS
cover story,dress, green,solid collar neck cotton spandex womens regular,50% off,2290,1145," L,S"
cover story,dress, green,solid round neck cotton poly spandex womens regular,40% off,2290,1374," L,M,S,XL,XS"
cover story,dress, green,solid viscose round neck womens,30% off,2890,2023," L,M,S,XL,XS"
cover story,dress, grey,solid poly spandex womens regular,40% off,5490,3294," L,M,XL"
cover story,dress, lavender,solid square neck poly mesh womens regular,40% off,4490,2694," L,M,S,XL,XS"
cover story,dress, lilac,solid polyester women sequin women,50% off,4490,2245," L,S"
cover story,dress, lilac,solid round neck nylon mettal fiber elastane womens party,50% off,3490,1745, M
cover story,dress, lilac,solid v-neck viscose women wrap women,40% off,2490,1494," M,S,XS"
cover story,dress, natural,solid v-neck polyester womens regular,50% off,3790,1895," L,M,S,XL,XS"
cover story,dress, navy,solid round neck polyester women shift women,40% off,2490,1494," S,XS"
cover story,dress, navy,solid square neck polyester womens regular,50% off,3490,1745," L,M,XL,XS"
cover story,dress, pink,printed recycle polyester womens,40% off,2490,1494," L,M,S,XL"
cover story,dress, pink,printed round neck poly mesh womens regular,40% off,3790,2274," S,XS"
cover story,dress, pink,solid cotton round neck womens regular,40% off,2890,1734," L,M,S,XL,XS"
cover story,dress, pink,solid polyester womens regular,30% off,2890,2023," L,M,S,XL"
cover story,dress, pink,solid round neck cotton poly spandex womens regular,40% off,2290,1374," L,M,S,XS"
cover story,dress, pink,solid round neck polyester womens regular,40% off,3990,2394," L,M,S,XL,XS"
cover story,dress, red,solid cotton schifley round neck womens,40% off,3490,2094," L,M,S,XL,XS"
cover story,dress, red,solid cotton women maxi women,40% off,3490,2094, XL
cover story,dress, rust,solid round neck viscose elastane poly womens regular,40% off,2290,1374," M,S,XS"
cover story,dress, white,printed square cotton women flared women,50% off,3490,1745, XL
cover story,dress, white,printed v-neck viscose linen womens regular fit,50% off,3790,1895," S,XS"
cover story,dress, wine,solid poly spandex v neck womens,30% off,2590,1813," L,M,S,XL,XS"
cover story,dress, wine,striped round neck viscose women bodycon women,50% off,2290,1145, L
cover story,dress, yellow,printed v-neck viscose women regular women,40% off,3490,2094," M,S,XS"
cover story,dress, yellow,solid cotton poly spandex womens regular,30% off,1990,1393," L,M,S,XL,XS"
cover story,dress, yellow,stripes blended collar neck womens,30% off,2290,1603," L,M,S,XL,XS"
cover story,dresses, black,printed v neck cotton womens,30% off,2590,1813," L,M,S,XS"
cover story,dresses, wine,solid round neck poly spandex womens,30% off,3490,2443, XS
cover story,jacket, green,solid polyester round neck womens casual,30% off,4990,3493, S
cover story,jacket, lilac,solid polyester round neck womens casual,30% off,4990,3493," M,S"
cover story,jeans, black,regular fit cotton spandex womens,40% off,1890,1134," 26,28,32"
cover story,jeans, dark blue,fitted ankle length cotton spandex womens,50% off,1990,990, 26
cover story,jeans, olive,regular fit cotton women women,40% off,2490,1494, 30
cover story,skirt, pink,regular fit knee length cotton poly spandex womens casual,47% off,1290,690," 26,28,30,32,34"
cover story,sweater, black,solid cotton round neck womens,50% off,1990,995," L,S,XL"
cover story,sweater, black,solid poly viscose round neck womens,30% off,2590,1813," L,M,S,XS"
cover story,sweater, fuchsia,solid cotton round neck womens,40% off,1890,1134," L,M,S,XL,XS"
cover story,sweater, green,solid viscose polyester nylon round neck womens,30% off,2590,1813, S
cover story,sweater, ivory,solid cotton round neck womens,40% off,2290,1374," L,M,S,XL,XS"
cover story,sweater, lilac,solid viscose polyester nylon collar neck womens,30% off,2890,2023, S
cover story,sweater, lime green,solid cotton round neck womens,40% off,1890,1134," L,M,S,XL,XS"
cover story,sweater, mint,solid viscose polyester nylon collar neck womens,30% off,2890,2023, M
cover story,sweater, pink,solid cotton round neck womens,40% off,1990,1194," L,M,XL,XS"
cover story,sweater, pink,solid polyester round neck womens,30% off,2490,1743, S
cover story,sweater, wine,solid viscose polyester nylon round neck womens,30% off,2590,1813, M
cover story,sweatshirt, blue,solid cotton poly round neck womens,40% off,1790,1074," L,M,S,XL,XS"
cover story,sweatshirt, lilac,solid cotton round neck womens,50% off,1890,945," L,M,S,XL,XS"
cover story,sweatshirt, mint,solid cotton round neck womens,40% off,1790,1074," L,M,S,XL,XS"
cover story,sweatshirt, orange,solid cotton poly round neck womens,40% off,1790,1074," L,M,S,XL"
cover story,sweatshirt, pink,solid polyester round neck womens,50% off,1990,995," L,M,S,XL"
cover story,sweatshirt, purple,solid cotton round neck womens,50% off,1890,945," L,M,S,XL,XS"
cover story,top, black,printed rayon v neck womens,34% off,1490,990, XS
cover story,top, black,printed round neck polyester womens regular,62% off,2590,990, XS
cover story,top, black,solid polyester square neck womens,30% off,1590,1113, XS
cover story,top, blue,solid polyester v-neck women wrap women,40% off,1990,1194, XS
cover story,top, brown,solid others viscose womens regular,50% off,1990,990, L
cover story,top, green,solid cotton v-neck women crochet women,38% off,1590,990, M
cover story,top, green,solid viscose v neck womens,30% off,1890,1323," L,M,S,XL,XS"
cover story,top, grey,solid polyester v-neck women regular women,50% off,2490,1245," L,XS"
