Year,Quarter,Month,Day,Item Purchased,Count of Customer Reference ID,Payment Method,Sum of Review Rating,Sum of Purchase Amount (USD)
2022,Qtr 4,November,19,Swimsuit,1,Cash,3,153
2022,Qtr 4,November,20,Belt,1,Cash,2,157
2022,Qtr 4,November,20,Coat,1,Credit Card,3,101
2022,Qtr 4,November,20,Flannel Shirt,1,Credit Card,4,157
2022,Qtr 4,November,20,Vest,1,Credit Card,3,22
2022,Qtr 4,November,21,Belt,1,Credit Card,4,157
2022,Qtr 4,November,21,Bowtie,1,Cash,4,4418
2022,Qtr 4,November,21,Handbag,1,Credit Card,5,115
2022,Qtr 4,November,21,Onesie,1,Credit Card,4,154
2022,Qtr 4,November,21,Romper,1,Credit Card,3,4465
2022,Qtr 4,November,21,Sandals,1,Cash,5,179
2022,Qtr 4,November,21,Scarf,1,Credit Card,2,18
2022,Qtr 4,November,21,Socks,1,Cash,3,113
2022,Qtr 4,November,21,Tank Top,1,Cash,3,19
2022,Qtr 4,November,22,Boots,2,Credit Card,8,166
2022,Qtr 4,November,22,Flip-Flops,1,Cash,4,108
2022,Qtr 4,November,22,Hat,1,Cash,2,37
2022,Qtr 4,November,22,Pajamas,2,Cash,7,154
2022,Qtr 4,November,22,Poncho,1,Credit Card,4,188
2022,Qtr 4,November,22,Romper,1,Credit Card,4,107
2022,Qtr 4,November,22,Slippers,1,Credit Card,5,127
2022,Qtr 4,November,22,Sneakers,1,Cash,3,63
2022,Qtr 4,November,22,Tunic,1,Credit Card,3,157
2022,Qtr 4,November,22,Umbrella,1,Cash,3,177
2022,Qtr 4,November,23,Boots,1,Credit Card,2,157
2022,Qtr 4,November,23,Bowtie,1,Cash,5,30
2022,Qtr 4,November,23,Overalls,1,Credit Card,3,191
2022,Qtr 4,November,23,Romper,1,Credit Card,5,157
2022,Qtr 4,November,23,Slippers,1,Cash,2,80
2022,Qtr 4,November,23,Swimsuit,2,Credit Card,8,270
2022,Qtr 4,November,23,T-shirt,1,Credit Card,5,157
2022,Qtr 4,November,24,Blazer,1,Credit Card,3,174
2022,Qtr 4,November,24,Flannel Shirt,1,Cash,3,140
2022,Qtr 4,November,24,Pants,1,Cash,3,35
2022,Qtr 4,November,24,Shorts,1,Cash,3,196
2022,Qtr 4,November,24,Skirt,1,Credit Card,2,157
2022,Qtr 4,November,24,Tank Top,1,Cash,5,46
2022,Qtr 4,November,25,Blazer,1,Credit Card,3,157
2022,Qtr 4,November,25,Handbag,1,Cash,3,12
2022,Qtr 4,November,25,Handbag,1,Credit Card,4,54
2022,Qtr 4,November,25,Leggings,1,Credit Card,5,11
2022,Qtr 4,November,25,Overalls,1,Cash,3,180
2022,Qtr 4,November,25,Trousers,1,Cash,5,30
2022,Qtr 4,November,26,Cardigan,1,Credit Card,4,148
2022,Qtr 4,November,26,Trench Coat,1,Cash,5,157
2022,Qtr 4,November,27,Bowtie,2,Cash,8,185
2022,Qtr 4,November,27,Camisole,1,Credit Card,2,157
2022,Qtr 4,November,27,Flannel Shirt,1,Credit Card,2,22
2022,Qtr 4,November,27,Raincoat,1,Cash,3,70
2022,Qtr 4,November,27,Sneakers,1,Credit Card,4,115
2022,Qtr 4,November,27,Tank Top,1,Cash,2,185
2022,Qtr 4,November,27,Wallet,1,Cash,5,3003
2022,Qtr 4,November,28,Belt,1,Credit Card,2,157
2022,Qtr 4,November,28,Jumpsuit,1,Cash,2,91
2022,Qtr 4,November,28,Onesie,1,Cash,4,197
2022,Qtr 4,November,28,Sandals,1,Credit Card,5,197
2022,Qtr 4,November,28,Socks,1,Cash,2,123
2022,Qtr 4,November,28,Socks,1,Credit Card,4,157
2022,Qtr 4,November,29,Gloves,1,Cash,4,57
2022,Qtr 4,November,29,Handbag,1,Credit Card,3,176
2022,Qtr 4,November,29,Jumpsuit,1,Cash,3,65
2022,Qtr 4,November,29,Sneakers,1,Credit Card,2,11
2022,Qtr 4,November,29,Socks,1,Cash,2,35
2022,Qtr 4,November,29,Sun Hat,1,Credit Card,3,170
2022,Qtr 4,November,29,Swimsuit,1,Credit Card,2,30
2022,Qtr 4,November,29,Tie,1,Cash,2,124
2022,Qtr 4,November,29,T-shirt,1,Credit Card,4,198
2022,Qtr 4,November,30,Flannel Shirt,1,Cash,2,75
2022,Qtr 4,November,30,Handbag,1,Cash,2,158
2022,Qtr 4,November,30,Jacket,1,Cash,4,11
2022,Qtr 4,December,1,Belt,1,Credit Card,5,87
2022,Qtr 4,December,1,Flannel Shirt,1,Credit Card,5,128
2022,Qtr 4,December,1,Hat,1,Cash,3,20
2022,Qtr 4,December,1,Overalls,1,Cash,2,23
2022,Qtr 4,December,1,Pants,1,Cash,2,162
2022,Qtr 4,December,1,Pants,1,Credit Card,3,113
2022,Qtr 4,December,1,Slippers,1,Cash,2,22
2022,Qtr 4,December,1,Sunglasses,1,Cash,4,79
2022,Qtr 4,December,1,Sweater,1,Credit Card,4,157
2022,Qtr 4,December,1,Trousers,1,Credit Card,3,48
2022,Qtr 4,December,1,T-shirt,1,Credit Card,2,162
2022,Qtr 4,December,2,Flip-Flops,1,Cash,4,198
2022,Qtr 4,December,2,Loafers,1,Cash,3,67
2022,Qtr 4,December,2,Overalls,1,Cash,4,135
2022,Qtr 4,December,2,Overalls,1,Credit Card,5,142
2022,Qtr 4,December,2,Raincoat,1,Cash,4,157
2022,Qtr 4,December,2,Sandals,1,Cash,5,20
2022,Qtr 4,December,2,Skirt,1,Cash,3,177
2022,Qtr 4,December,2,Skirt,1,Credit Card,5,57
2022,Qtr 4,December,2,Socks,1,Credit Card,3,157
2022,Qtr 4,December,2,Sun Hat,1,Cash,5,33
2022,Qtr 4,December,2,Swimsuit,1,Cash,5,157
2022,Qtr 4,December,3,Sneakers,1,Cash,5,45
2022,Qtr 4,December,3,Sneakers,1,Credit Card,4,157
2022,Qtr 4,December,3,Trench Coat,1,Credit Card,2,157
2022,Qtr 4,December,3,Tunic,1,Cash,2,107
2022,Qtr 4,December,4,Handbag,1,Credit Card,4,53
2022,Qtr 4,December,4,Hat,1,Credit Card,5,131
2022,Qtr 4,December,4,Loafers,1,Cash,2,125
2022,Qtr 4,December,4,Slippers,1,Credit Card,2,157
2022,Qtr 4,December,4,Tank Top,1,Cash,4,67
2022,Qtr 4,December,4,Trousers,1,Credit Card,3,157
2022,Qtr 4,December,5,Blazer,1,Credit Card,3,157
2022,Qtr 4,December,5,Boots,1,Credit Card,5,35
2022,Qtr 4,December,5,Coat,1,Credit Card,2,46
2022,Qtr 4,December,5,Gloves,1,Credit Card,3,162
2022,Qtr 4,December,5,Jumpsuit,1,Cash,4,84
2022,Qtr 4,December,5,Jumpsuit,1,Credit Card,2,78
2022,Qtr 4,December,5,Onesie,1,Credit Card,4,165
2022,Qtr 4,December,5,Trench Coat,1,Cash,5,25
2022,Qtr 4,December,5,T-shirt,1,Credit Card,4,96
2022,Qtr 4,December,6,Blouse,1,Credit Card,2,88
2022,Qtr 4,December,6,Cardigan,1,Credit Card,3,96
2022,Qtr 4,December,6,Dress,1,Credit Card,3,54
2022,Qtr 4,December,6,Gloves,1,Credit Card,5,55
2022,Qtr 4,December,6,Hat,1,Credit Card,4,93
2022,Qtr 4,December,6,Jeans,1,Credit Card,2,87
2022,Qtr 4,December,6,Kimono,1,Credit Card,5,186
2022,Qtr 4,December,6,Polo Shirt,1,Credit Card,5,151
2022,Qtr 4,December,6,Sandals,1,Cash,2,148
2022,Qtr 4,December,6,Skirt,1,Cash,4,117
2022,Qtr 4,December,6,Trousers,1,Credit Card,3,11
2022,Qtr 4,December,6,Vest,1,Cash,4,146
2022,Qtr 4,December,7,Blazer,1,Credit Card,4,164
2022,Qtr 4,December,7,Bowtie,1,Cash,3,85
2022,Qtr 4,December,7,Flannel Shirt,1,Cash,3,28
2022,Qtr 4,December,7,Raincoat,1,Credit Card,4,185
2022,Qtr 4,December,7,Swimsuit,1,Cash,2,164
2022,Qtr 4,December,7,Tie,1,Credit Card,4,168
2022,Qtr 4,December,7,Vest,1,Credit Card,2,106
2022,Qtr 4,December,7,Wallet,1,Cash,2,157
2022,Qtr 4,December,8,Blouse,1,Cash,2,186
2022,Qtr 4,December,8,Bowtie,1,Cash,2,133
2022,Qtr 4,December,8,Coat,1,Cash,2,127
2022,Qtr 4,December,8,Dress,1,Credit Card,4,157
2022,Qtr 4,December,8,Flannel Shirt,1,Cash,2,116
2022,Qtr 4,December,8,Hoodie,1,Cash,2,88
2022,Qtr 4,December,8,Jeans,1,Cash,5,157
2022,Qtr 4,December,8,Onesie,1,Credit Card,4,99
2022,Qtr 4,December,8,Shorts,1,Cash,4,198
2022,Qtr 4,December,8,Shorts,1,Credit Card,5,148
2022,Qtr 4,December,8,Slippers,1,Cash,4,176
2022,Qtr 4,December,8,Sneakers,1,Cash,4,168
2022,Qtr 4,December,8,Tank Top,1,Cash,4,157
2022,Qtr 4,December,8,Trousers,1,Credit Card,3,183
2022,Qtr 4,December,8,Umbrella,1,Credit Card,4,56
2022,Qtr 4,December,8,Vest,1,Cash,3,157
2022,Qtr 4,December,9,Backpack,1,Credit Card,5,157
2022,Qtr 4,December,9,Belt,1,Credit Card,3,92
2022,Qtr 4,December,9,Bowtie,1,Cash,3,87
2022,Qtr 4,December,9,Flannel Shirt,1,Cash,3,144
2022,Qtr 4,December,9,Gloves,1,Credit Card,4,170
2022,Qtr 4,December,9,Jeans,1,Credit Card,5,131
2022,Qtr 4,December,9,Pajamas,1,Credit Card,3,3728
2022,Qtr 4,December,9,Polo Shirt,1,Credit Card,5,157
2022,Qtr 4,December,9,Sunglasses,1,Credit Card,2,21
2022,Qtr 4,December,9,Sweater,1,Credit Card,4,126
2022,Qtr 4,December,9,Trousers,1,Cash,2,157
2022,Qtr 4,December,9,Umbrella,2,Credit Card,6,192
2022,Qtr 4,December,9,Wallet,1,Credit Card,5,193
2022,Qtr 4,December,10,Belt,1,Cash,3,148
2022,Qtr 4,December,10,Coat,1,Credit Card,4,148
2022,Qtr 4,December,10,Kimono,1,Credit Card,3,157
2022,Qtr 4,December,10,Pajamas,1,Credit Card,5,110
2022,Qtr 4,December,10,Pants,1,Cash,3,56
2022,Qtr 4,December,10,Pants,1,Credit Card,2,157
2022,Qtr 4,December,10,Poncho,1,Cash,4,131
2022,Qtr 4,December,10,Poncho,1,Credit Card,5,160
2022,Qtr 4,December,10,Socks,1,Credit Card,3,157
2022,Qtr 4,December,10,Sun Hat,1,Cash,2,142
2022,Qtr 4,December,11,Flannel Shirt,1,Credit Card,2,157
2022,Qtr 4,December,11,Hoodie,1,Cash,2,94
2022,Qtr 4,December,11,Leggings,1,Credit Card,3,99
2022,Qtr 4,December,11,Onesie,1,Cash,2,157
2022,Qtr 4,December,11,Onesie,1,Credit Card,5,2914
2022,Qtr 4,December,11,Pajamas,1,Credit Card,3,156
2022,Qtr 4,December,11,Poncho,2,Cash,6,276
2022,Qtr 4,December,11,Sun Hat,1,Credit Card,2,141
2022,Qtr 4,December,11,Sunglasses,1,Credit Card,3,176
2022,Qtr 4,December,11,Tank Top,1,Cash,2,157
2022,Qtr 4,December,11,Umbrella,1,Cash,4,157
2022,Qtr 4,December,12,Belt,1,Cash,5,157
2022,Qtr 4,December,12,Camisole,1,Cash,3,157
2022,Qtr 4,December,12,Dress,1,Credit Card,3,35
2022,Qtr 4,December,12,Kimono,1,Cash,3,99
2022,Qtr 4,December,12,Loafers,1,Cash,2,40
2022,Qtr 4,December,12,Romper,1,Cash,4,19
2022,Qtr 4,December,12,Sunglasses,2,Credit Card,8,139
2022,Qtr 4,December,13,Backpack,1,Credit Card,2,101
2022,Qtr 4,December,13,Cardigan,1,Credit Card,5,66
2022,Qtr 4,December,13,Gloves,1,Credit Card,3,116
2022,Qtr 4,December,13,Handbag,1,Credit Card,4,154
2022,Qtr 4,December,13,Kimono,1,Credit Card,4,134
2022,Qtr 4,December,13,Pants,1,Cash,3,178
2022,Qtr 4,December,13,Sweater,1,Cash,3,157
2022,Qtr 4,December,14,Boots,1,Credit Card,5,133
2022,Qtr 4,December,14,Cardigan,2,Credit Card,7,199
2022,Qtr 4,December,14,Coat,1,Cash,4,157
2022,Qtr 4,December,14,Jumpsuit,1,Cash,3,136
2022,Qtr 4,December,14,Onesie,1,Cash,2,48
2022,Qtr 4,December,14,Pants,1,Cash,4,85
2022,Qtr 4,December,14,Scarf,1,Credit Card,5,143
2022,Qtr 4,December,14,Tie,1,Credit Card,3,157
2022,Qtr 4,December,14,Wallet,1,Cash,3,39
2022,Qtr 4,December,15,Backpack,1,Credit Card,3,174
2022,Qtr 4,December,15,Blouse,1,Credit Card,4,126
2022,Qtr 4,December,16,Jacket,1,Cash,2,136
2022,Qtr 4,December,16,Onesie,1,Cash,5,77
2022,Qtr 4,December,16,Onesie,1,Credit Card,2,13
2022,Qtr 4,December,16,Polo Shirt,1,Cash,2,166
2022,Qtr 4,December,16,Raincoat,1,Credit Card,4,99
2022,Qtr 4,December,16,Romper,1,Cash,5,86
2022,Qtr 4,December,16,Skirt,1,Cash,4,62
2022,Qtr 4,December,16,Sneakers,1,Credit Card,2,34
2022,Qtr 4,December,16,Socks,1,Cash,3,49
2022,Qtr 4,December,16,Sun Hat,1,Credit Card,3,194
2022,Qtr 4,December,16,Swimsuit,1,Credit Card,5,10
2022,Qtr 4,December,16,Tank Top,1,Cash,5,82
2022,Qtr 4,December,16,Trench Coat,1,Cash,2,86
2022,Qtr 4,December,16,Umbrella,1,Cash,3,78
2022,Qtr 4,December,17,Camisole,1,Credit Card,3,39
2022,Qtr 4,December,17,Poncho,1,Credit Card,5,118
2022,Qtr 4,December,17,Raincoat,1,Cash,2,140
2022,Qtr 4,December,17,Sneakers,1,Cash,2,27
2022,Qtr 4,December,17,Sweater,1,Cash,5,154
2022,Qtr 4,December,17,Wallet,1,Cash,2,157
2022,Qtr 4,December,17,Wallet,1,Credit Card,2,175
2022,Qtr 4,December,18,Camisole,1,Cash,2,157
2022,Qtr 4,December,18,Gloves,1,Credit Card,4,157
2022,Qtr 4,December,18,Handbag,1,Cash,3,76
2022,Qtr 4,December,18,Jumpsuit,1,Credit Card,4,193
2022,Qtr 4,December,18,Pajamas,1,Cash,2,154
2022,Qtr 4,December,18,Sweater,1,Cash,4,157
2022,Qtr 4,December,18,Umbrella,2,Credit Card,8,135
2022,Qtr 4,December,18,Vest,1,Cash,2,139
2022,Qtr 4,December,19,Belt,1,Credit Card,5,28
2022,Qtr 4,December,19,Blouse,1,Cash,2,157
2022,Qtr 4,December,19,Blouse,1,Credit Card,2,194
2022,Qtr 4,December,19,Flannel Shirt,2,Credit Card,4,219
2022,Qtr 4,December,19,Flip-Flops,1,Cash,4,194
2022,Qtr 4,December,19,Jeans,1,Cash,2,157
2022,Qtr 4,December,19,Jumpsuit,1,Cash,4,40
2022,Qtr 4,December,19,Kimono,1,Cash,3,68
2022,Qtr 4,December,19,Sweater,2,Cash,8,5038
2022,Qtr 4,December,19,Tank Top,2,Credit Card,6,237
2022,Qtr 4,December,20,Blazer,1,Cash,2,103
2022,Qtr 4,December,20,Coat,1,Credit Card,2,120
2022,Qtr 4,December,20,Flannel Shirt,1,Credit Card,3,72
2022,Qtr 4,December,20,Flip-Flops,1,Credit Card,4,4932
2022,Qtr 4,December,20,Hoodie,1,Credit Card,2,119
2022,Qtr 4,December,20,Jacket,1,Credit Card,3,54
2022,Qtr 4,December,20,Skirt,1,Cash,5,157
2022,Qtr 4,December,20,Vest,1,Credit Card,2,168
2022,Qtr 4,December,21,Boots,1,Cash,4,198
2022,Qtr 4,December,21,Bowtie,1,Credit Card,2,124
2022,Qtr 4,December,21,Cardigan,1,Cash,3,67
2022,Qtr 4,December,21,Dress,1,Cash,5,142
2022,Qtr 4,December,21,Handbag,1,Cash,3,91
2022,Qtr 4,December,21,Jacket,1,Cash,2,122
2022,Qtr 4,December,21,Kimono,1,Credit Card,3,127
2022,Qtr 4,December,21,Loafers,1,Credit Card,1,55
2022,Qtr 4,December,21,Sneakers,1,Credit Card,3,125
2022,Qtr 4,December,21,Sun Hat,1,Cash,4,162
2022,Qtr 4,December,22,Backpack,1,Credit Card,4,123
2022,Qtr 4,December,22,Blouse,1,Cash,2,171
2022,Qtr 4,December,22,Boots,1,Cash,3,189
2022,Qtr 4,December,22,Coat,1,Credit Card,5,28
2022,Qtr 4,December,22,Hat,1,Credit Card,2,152
2022,Qtr 4,December,22,Hoodie,1,Cash,5,157
2022,Qtr 4,December,22,Jumpsuit,1,Credit Card,4,47
2022,Qtr 4,December,22,Loafers,1,Credit Card,2,154
2022,Qtr 4,December,22,Overalls,1,Credit Card,3,115
2022,Qtr 4,December,22,Shorts,1,Credit Card,2,21
2022,Qtr 4,December,22,Skirt,1,Credit Card,4,183
2022,Qtr 4,December,22,Socks,1,Cash,2,157
2022,Qtr 4,December,22,Trench Coat,1,Credit Card,5,166
2022,Qtr 4,December,22,T-shirt,1,Cash,2,157
2022,Qtr 4,December,23,Backpack,1,Credit Card,3,88
2022,Qtr 4,December,23,Coat,1,Credit Card,5,17
2022,Qtr 4,December,23,Loafers,1,Credit Card,5,187
2022,Qtr 4,December,23,Onesie,2,Credit Card,7,327
2022,Qtr 4,December,23,Socks,1,Cash,3,129
2022,Qtr 4,December,23,Tank Top,1,Cash,4,109
2022,Qtr 4,December,23,Tunic,1,Credit Card,2,4413
2022,Qtr 4,December,24,Belt,1,Cash,4,19
2022,Qtr 4,December,24,Blazer,1,Credit Card,4,157
2022,Qtr 4,December,24,Blouse,1,Cash,5,176
2022,Qtr 4,December,24,Boots,1,Cash,2,157
2022,Qtr 4,December,24,Bowtie,1,Credit Card,2,145
2022,Qtr 4,December,24,Kimono,1,Cash,4,131
2022,Qtr 4,December,24,Polo Shirt,1,Cash,4,104
2022,Qtr 4,December,24,Poncho,1,Credit Card,4,123
2022,Qtr 4,December,24,Scarf,2,Credit Card,5,241
2022,Qtr 4,December,24,Shorts,1,Cash,4,142
2022,Qtr 4,December,24,Tunic,1,Credit Card,5,143
2022,Qtr 4,December,25,Belt,1,Credit Card,2,101
2022,Qtr 4,December,25,Jacket,1,Cash,3,180
2022,Qtr 4,December,25,Loafers,1,Cash,5,93
2022,Qtr 4,December,25,Pajamas,1,Cash,2,63
2022,Qtr 4,December,25,Pants,1,Credit Card,5,114
2022,Qtr 4,December,25,Poncho,1,Credit Card,2,195
2022,Qtr 4,December,25,Raincoat,1,Cash,4,83
2022,Qtr 4,December,25,Slippers,1,Cash,3,157
2022,Qtr 4,December,25,Socks,1,Credit Card,3,152
2022,Qtr 4,December,25,Tunic,1,Credit Card,2,23
2022,Qtr 4,December,25,Wallet,1,Credit Card,5,92
2022,Qtr 4,December,26,Blouse,1,Credit Card,3,157
2022,Qtr 4,December,26,Dress,1,Credit Card,3,104
2022,Qtr 4,December,26,Hoodie,1,Cash,5,100
2022,Qtr 4,December,26,Kimono,1,Cash,2,92
2022,Qtr 4,December,26,Loafers,2,Cash,8,166
2022,Qtr 4,December,26,Trousers,1,Cash,2,167
2022,Qtr 4,December,26,Trousers,1,Credit Card,2,157
2022,Qtr 4,December,27,Blazer,1,Cash,5,111
2022,Qtr 4,December,27,Boots,1,Cash,2,10
2022,Qtr 4,December,27,Flip-Flops,1,Credit Card,2,51
2022,Qtr 4,December,27,Gloves,1,Cash,4,43
2022,Qtr 4,December,27,Hoodie,1,Cash,5,157
2022,Qtr 4,December,27,Kimono,1,Cash,3,52
2022,Qtr 4,December,27,Kimono,1,Credit Card,2,158
2022,Qtr 4,December,27,Pajamas,1,Credit Card,3,157
2022,Qtr 4,December,27,Shorts,1,Credit Card,5,135
2022,Qtr 4,December,27,Slippers,1,Credit Card,2,33
2022,Qtr 4,December,27,Tank Top,1,Cash,3,37
2022,Qtr 4,December,27,Trousers,1,Credit Card,5,31
2022,Qtr 4,December,27,Wallet,1,Credit Card,2,63
2022,Qtr 4,December,28,Belt,1,Credit Card,3,157
2022,Qtr 4,December,28,Blouse,1,Cash,2,148
2022,Qtr 4,December,28,Blouse,1,Credit Card,5,188
2022,Qtr 4,December,28,Bowtie,1,Credit Card,3,147
2022,Qtr 4,December,28,Onesie,1,Credit Card,4,176
2022,Qtr 4,December,28,Polo Shirt,1,Credit Card,2,196
2022,Qtr 4,December,28,Sweater,1,Cash,4,87
2022,Qtr 4,December,28,Swimsuit,1,Cash,3,46
2022,Qtr 4,December,28,Wallet,1,Cash,4,107
2022,Qtr 4,December,29,Backpack,1,Cash,3,157
2022,Qtr 4,December,29,Handbag,2,Credit Card,7,128
2022,Qtr 4,December,29,Jacket,1,Cash,2,91
2022,Qtr 4,December,29,Overalls,1,Cash,2,162
2022,Qtr 4,December,29,Overalls,1,Credit Card,2,18
2022,Qtr 4,December,29,Pajamas,1,Cash,4,157
2022,Qtr 4,December,29,Pants,1,Cash,3,102
2022,Qtr 4,December,29,Pants,1,Credit Card,3,72
2022,Qtr 4,December,29,Poncho,1,Cash,2,145
2022,Qtr 4,December,29,T-shirt,1,Credit Card,2,157
2022,Qtr 4,December,29,Umbrella,2,Cash,7,192
2022,Qtr 4,December,30,Blouse,1,Credit Card,2,107
2022,Qtr 4,December,30,Boots,1,Credit Card,5,157
2022,Qtr 4,December,30,Camisole,1,Cash,2,106
2022,Qtr 4,December,30,Cardigan,1,Cash,4,116
2022,Qtr 4,December,30,Hoodie,1,Credit Card,4,81
2022,Qtr 4,December,30,Kimono,1,Credit Card,4,100
2022,Qtr 4,December,30,Loafers,1,Credit Card,2,137
2022,Qtr 4,December,30,Romper,1,Credit Card,5,157
2022,Qtr 4,December,30,Swimsuit,1,Credit Card,3,172
2022,Qtr 4,December,30,Tank Top,1,Cash,3,162
2022,Qtr 4,December,30,T-shirt,1,Credit Card,5,87
2022,Qtr 4,December,31,Hat,1,Credit Card,2,45
2022,Qtr 4,December,31,Pajamas,1,Credit Card,2,157
2022,Qtr 4,December,31,Poncho,1,Cash,2,80
2022,Qtr 4,December,31,Scarf,1,Cash,2,27
2022,Qtr 4,December,31,Socks,1,Cash,2,157
2022,Qtr 4,December,31,Tunic,1,Credit Card,5,140
2023,Qtr 1,January,1,Handbag,1,Credit Card,3,156
2023,Qtr 1,January,1,Loafers,1,Cash,2,82
2023,Qtr 1,January,1,Sandals,1,Cash,2,128
2023,Qtr 1,January,1,Slippers,1,Cash,5,157
2023,Qtr 1,January,1,Sweater,1,Credit Card,4,69
2023,Qtr 1,January,1,Swimsuit,1,Cash,4,199
2023,Qtr 1,January,1,Tank Top,1,Cash,3,157
2023,Qtr 1,January,1,Tie,1,Cash,3,157
2023,Qtr 1,January,2,Backpack,1,Cash,5,139
2023,Qtr 1,January,2,Cardigan,1,Credit Card,3,181
2023,Qtr 1,January,2,Jacket,1,Cash,5,157
2023,Qtr 1,January,2,Kimono,1,Credit Card,4,134
2023,Qtr 1,January,2,Pajamas,1,Cash,2,175
2023,Qtr 1,January,2,Polo Shirt,1,Cash,3,140
2023,Qtr 1,January,2,Romper,1,Credit Card,3,36
2023,Qtr 1,January,2,Sunglasses,2,Cash,4,150
2023,Qtr 1,January,2,Tank Top,1,Cash,4,200
2023,Qtr 1,January,2,Wallet,1,Cash,4,157
2023,Qtr 1,January,3,Backpack,1,Credit Card,4,157
2023,Qtr 1,January,3,Bowtie,1,Credit Card,2,43
2023,Qtr 1,January,3,Coat,1,Credit Card,2,193
2023,Qtr 1,January,3,Gloves,2,Cash,7,140
2023,Qtr 1,January,3,Polo Shirt,1,Cash,3,76
2023,Qtr 1,January,3,Raincoat,1,Credit Card,5,142
2023,Qtr 1,January,3,Scarf,1,Credit Card,5,73
2023,Qtr 1,January,3,Sneakers,1,Cash,5,157
2023,Qtr 1,January,3,Sun Hat,1,Credit Card,5,74
2023,Qtr 1,January,3,Sweater,1,Cash,4,191
2023,Qtr 1,January,3,T-shirt,1,Credit Card,2,157
2023,Qtr 1,January,3,Wallet,1,Credit Card,4,125
2023,Qtr 1,January,4,Backpack,1,Credit Card,4,157
2023,Qtr 1,January,4,Blazer,1,Credit Card,4,38
2023,Qtr 1,January,4,Cardigan,1,Credit Card,5,131
2023,Qtr 1,January,4,Coat,1,Cash,2,65
2023,Qtr 1,January,4,Hat,1,Cash,3,157
2023,Qtr 1,January,4,Kimono,1,Credit Card,4,42
2023,Qtr 1,January,4,Pants,1,Credit Card,2,52
2023,Qtr 1,January,4,Tunic,1,Cash,2,60
2023,Qtr 1,January,5,Backpack,1,Credit Card,4,97
2023,Qtr 1,January,5,Blazer,1,Credit Card,3,98
2023,Qtr 1,January,5,Boots,1,Credit Card,2,139
2023,Qtr 1,January,5,Camisole,1,Cash,3,77
2023,Qtr 1,January,5,Cardigan,1,Credit Card,3,157
2023,Qtr 1,January,5,Dress,1,Credit Card,3,157
2023,Qtr 1,January,5,Flannel Shirt,1,Cash,4,183
2023,Qtr 1,January,5,Kimono,1,Cash,5,157
2023,Qtr 1,January,5,Onesie,1,Cash,5,32
2023,Qtr 1,January,5,Overalls,1,Cash,2,36
2023,Qtr 1,January,5,Poncho,1,Cash,4,139
2023,Qtr 1,January,5,Sandals,1,Cash,5,10
2023,Qtr 1,January,5,Swimsuit,1,Cash,5,151
2023,Qtr 1,January,5,Wallet,1,Cash,5,60
2023,Qtr 1,January,6,Gloves,1,Cash,4,66
2023,Qtr 1,January,6,Jacket,1,Cash,2,86
2023,Qtr 1,January,6,Jeans,1,Cash,3,71
2023,Qtr 1,January,6,Sneakers,1,Cash,2,140
2023,Qtr 1,January,6,Tunic,1,Credit Card,5,111
2023,Qtr 1,January,7,Blouse,1,Credit Card,3,61
2023,Qtr 1,January,7,Cardigan,1,Credit Card,2,157
2023,Qtr 1,January,7,Dress,1,Cash,5,161
2023,Qtr 1,January,7,Jeans,1,Credit Card,3,126
2023,Qtr 1,January,7,Leggings,1,Cash,2,76
2023,Qtr 1,January,7,Sneakers,1,Credit Card,3,44
2023,Qtr 1,January,7,Tank Top,1,Credit Card,2,157
2023,Qtr 1,January,7,Tie,1,Credit Card,3,110
2023,Qtr 1,January,7,Tunic,1,Credit Card,5,154
2023,Qtr 1,January,8,Blouse,1,Credit Card,5,157
2023,Qtr 1,January,8,Dress,1,Cash,4,89
2023,Qtr 1,January,8,Kimono,1,Cash,5,106
2023,Qtr 1,January,8,Loafers,1,Credit Card,3,113
2023,Qtr 1,January,8,Onesie,1,Credit Card,4,39
2023,Qtr 1,January,8,Polo Shirt,1,Cash,4,87
2023,Qtr 1,January,8,Scarf,1,Cash,2,74
2023,Qtr 1,January,8,Sweater,1,Cash,5,121
2023,Qtr 1,January,8,Vest,1,Credit Card,5,27
2023,Qtr 1,January,9,Coat,1,Cash,2,123
2023,Qtr 1,January,9,Gloves,1,Credit Card,4,172
2023,Qtr 1,January,9,Onesie,1,Cash,3,23
2023,Qtr 1,January,9,Romper,1,Cash,2,194
2023,Qtr 1,January,9,Skirt,1,Cash,3,104
2023,Qtr 1,January,9,Slippers,1,Cash,3,173
2023,Qtr 1,January,9,Sunglasses,1,Credit Card,5,75
2023,Qtr 1,January,9,Sweater,1,Cash,3,86
2023,Qtr 1,January,10,Camisole,1,Cash,3,199
2023,Qtr 1,January,10,Cardigan,1,Cash,3,130
2023,Qtr 1,January,10,Raincoat,1,Credit Card,2,187
2023,Qtr 1,January,10,Skirt,1,Cash,3,48
2023,Qtr 1,January,10,Tank Top,1,Credit Card,5,157
2023,Qtr 1,January,11,Backpack,1,Cash,3,109
2023,Qtr 1,January,11,Backpack,1,Credit Card,2,157
2023,Qtr 1,January,11,Belt,1,Credit Card,5,177
2023,Qtr 1,January,11,Boots,1,Credit Card,3,157
2023,Qtr 1,January,11,Coat,1,Credit Card,2,157
2023,Qtr 1,January,11,Sun Hat,1,Credit Card,5,107
2023,Qtr 1,January,11,Tie,1,Cash,3,47
